test_number,position,source_position,question_id,question,answer_1,answer_2,answer_3,correct_option,correct_answer,answer_key_status,answer_key_note,image_local,image_url
78,2,2,8674,1407 Esta prohibit portar com passatgers en una motocicleta a menors de...,5 anys,8 anys,12 anys,1,5 anys,present,,images/6541ca54809d_214-8674--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8674--00.png
78,3,3,8675,"1408 Vist que hi ha una retenció important , aquest conductor realitza correctament l'avançament?",No,"Si, sempre","Si, donat que la circulació amb motocicletes son l'excepció a la norma general, donades les seves característiques tècniques.",1,No,present,,images/dcca7ed38182_214-8675--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8675--00.png
78,4,4,8687,"1463 A la vista d'aquest senyal, sabrem que...","Perill, és aconsellable l'ús de cadenes o equipaments especials.","Obligació, l'ús de cadenes o equipaments especials.","Prohibició, l'ús de cadenes o equipaments especials.",2,"Obligació, l'ús de cadenes o equipaments especials.",present,,images/5316020ab1a5_214-8687--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8687--00.png
78,5,5,8664,"Digueu quines direccions estan preses correctament, en una via de doble sentit:",La direcció del cotxe vermell.,La direcció del cotxe blau.,Cap de les dues és correcta.,2,La direcció del cotxe blau.,present,,images/d1d66163b6c1_214-8664--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8664--00.png
78,6,6,8693,1471 Què significa aquest senyal?,Parada de autobusos.,Estacionament per a autobusos.,Carril reservat per a autobusos.,3,Carril reservat per a autobusos.,present,,images/064f65f6a6a0_214-8693--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8693--00.png
78,7,7,8676,"1443 Es posseïdor de la categoria D1 , ha de portar al seu vehicle aquest senyal durant el primer any de conducció professional, es certa aquesta afirmació?",No,Si,Sols si circula per territori francès,1,No,present,,images/ab44f967022f_214-8676--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8676--00.png
78,8,8,8696,1474 Què indica aquest senyal?,Vehicle que transporta matèries inflamables.,Vehicle que supera el 3.500 kg de tara.,Precaució per vehicle amb remolc.,3,Precaució per vehicle amb remolc.,present,,images/be05028f0e66_214-8696--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8696--00.png
78,9,9,8679,1451 El vehicle que amb motiu justificat circuli a una velocitat anormalment reduïda dificultant el trànsit en una via urbana o interurbana ...,No pot circular per aquest vies,Ha d'aturar-se a la dreta i cedir el pas als vehicles que el segueixen sense crear perill.,Ha d'anar precedit d'un vehicle que avisi de la seva presencia a la via,2,Ha d'aturar-se a la dreta i cedir el pas als vehicles que el segueixen sense crear perill.,present,,images/a7f1fb64fd5b_214-8679--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8679--00.png
78,10,10,8699,1477 Què significa aquest senyal?,Direcció prohibida.,Circulació prohibida.,Parada obligatòria.,3,Parada obligatòria.,present,,images/3bedb558d446_214-8699--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8699--00.png
78,11,11,8668,1397 Què és un carril de desacceleració?,La via mixta destinada a la circulació i als estacionaments.,La via destinada a adaptar la velocitat a les circumstàncies i les característiques de la via on pretenem accedir.,La via que es destina a les proves de frenada en circuit de proves.,2,La via destinada a adaptar la velocitat a les circumstàncies i les característiques de la via on pretenem accedir.,present,,images/ed5b3fa87eed_214-8668--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8668--00.png
78,12,12,8690,1466 Què significa aquest senyal?,S'aconsella mantenir una separació de 70 a 90 metres amb el vehicle que ens precedeix.,S'aconsella no superar l'interval de velocitat entre 70 i 90 quilòmetres/hora.,Prohibició de superar els 90 quilòmetres per hora.,2,S'aconsella no superar l'interval de velocitat entre 70 i 90 quilòmetres/hora.,present,,images/9e31a6299db9_214-8690--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8690--00.png
78,13,13,8684,1460 Què indica aquest senyal?,Calçada lliscant.,Perill imminent indefinit.,Perill per obstrucció de la calçada per vehicle motoritzat.,3,Perill per obstrucció de la calçada per vehicle motoritzat.,present,,images/7b4543a3d440_214-8684--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8684--00.png
78,14,14,8661,1388 Quina és l'amplada màxima que pot tenir un vehicle?,"2,55 m els vehicles normals i 3,25 m els especials.","2,55 m a excepció dels camions frigorífics de parets gruixudes, que han de mesurar com a màxim 2,60 m.","2,50 m com a màxim.",2,"2,55 m a excepció dels camions frigorífics de parets gruixudes, que han de mesurar com a màxim 2,60 m.",present,,images/6030399668ee_214-8661--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8661--00.png
78,15,15,8685,1461 On trobem aquest senyal?,A la proximitat d'un pas a nivell sense barreres.,A la proximitat d'una via tancada al trànsit.,A la proximitat d'una cruïlla.,3,A la proximitat d'una cruïlla.,present,,images/470d3dea9190_214-8685--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8685--00.png
78,16,16,8697,1475 Què significa aquest senyal?,Cediu el pas als vehicles que circulen per dins la plaça.,Intersecció amb circulació giratòria.,Preferència de pas al sentit giratori.,2,Intersecció amb circulació giratòria.,present,,images/9076ffd50fdd_214-8697--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8697--00.png
78,17,17,8666,"1395 Si abans d'iniciar un avançament, observem pel mirall retrovisor que un altre vehicle porta encès l'indicador de direcció del seu costat esquerre, què hem de fer?","Treure la mà per la finestra i fer-li senyals que no avanci, ja que nosaltres el precedim i tenim prioritat.",Efectuar la maniobra tan aviat com sigui possible per tal de facilitar l'avançament al vehicle que circula al nostre darrere.,No avançar.,3,No avançar.,present,,images/e0880dc1fffd_214-8666--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8666--00.png
78,18,18,8694,1472 La posició dels llums d'aquest semàfor...,Permeten avançar solament als automòbils que giren a l'esquerra.,No permeten avançar a la dreta i a l'esquerra.,Permeten avançar a la dreta i a l'esquerra.,1,Permeten avançar solament als automòbils que giren a l'esquerra.,present,,images/18d982ca6a7e_214-8694--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8694--00.png
78,19,19,8692,1468 Què ens indica aquest agent?,Stop als vehicles que s'aproximen per la seva dreta.,Alto (Stop) al vehicle immediat a l'agent pel seu darrere.,"Stop, parar a la seva dreta.",2,Alto (Stop) al vehicle immediat a l'agent pel seu darrere.,present,,images/d96593c76921_214-8692--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8692--00.png
78,20,20,8677,"1444 Aquest senyal esta obligat a portar-lo tots els vehicles de transport públic, es certa aquesta afirmació?",Sols els vehicles de transport escolar,Sols els vehicles de transport públic urbà,"No, tant sols informa d'una norma obligatòria",3,"No, tant sols informa d'una norma obligatòria",present,,images/194f89c3762f_214-8677--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8677--00.png
78,21,21,8695,1473 Què significa aquest senyal per al conductor del turisme que pretén avançar un camió?,Que només pot avançar el camió per la dreta.,Que no pot avançar al camió perquè el senyal ho prohibeix.,"Que pot avançar el camió que el precedeix, perquè el senyal solament prohibeix que els camions avancin altres vehicles.",3,"Que pot avançar el camió que el precedeix, perquè el senyal solament prohibeix que els camions avancin altres vehicles.",present,,images/17b89bf7b1ed_214-8695--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8695--00.png
78,22,22,8660,1387 El conductor del vehicle que és avançat està obligat a...,Encendre l'intermitent de la dreta per indicar que la via és lliure.,No destorbar l'avançament amb cap maniobra brusca o augment de velocitat.,A res en especial.,2,No destorbar l'avançament amb cap maniobra brusca o augment de velocitat.,present,,images/95b39ff27e81_214-8660--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8660--00.png
78,23,23,8672,"1405 No és permès transportar als seients davanters d'un vehicle, quan aquest disposi de seients posteriors...",Els menors de dotze anys.,Els menors de deu anys.,Les dones embarassades.,2,Els menors de deu anys.,present,,images/03d187c06ddc_214-8672--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8672--00.png
78,24,24,8665,1394 Quina validesa té el permís de classe B1?,De 10 anys fins que el titular compleixi els 70 anys,De 5 anys fins que el titular compleixi els 65 anys.,És per temps indefinit fins als 70.,1,De 10 anys fins que el titular compleixi els 70 anys,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
78,25,25,8686,1462 Aquest senyal d'orientació indica...,Confirmació de ruta.,Direcció pròpia.,Direcció estimada.,1,Confirmació de ruta.,present,,images/b2e30c20b867_214-8686--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8686--00.png
78,26,26,8688,1464 Què indica aquest senyal?,Que el vehicle que ens precedeix té una llargada inferior a 12 m.,Que el vehicle que ens precedeix té una llargada superior a 12 m.,Que el vehicle que ens precedeix transporta matèries peribles.,2,Que el vehicle que ens precedeix té una llargada superior a 12 m.,present,,images/16410e3aacb0_214-8688--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8688--00.png
78,27,27,8683,1458 Què indica l'agent de circulació?,Parar els vehicles que s'atansen pel seu darrere.,Parar els vehicles que s'atansen pel seu davant.,Parar tocant la vora.,3,Parar tocant la vora.,present,,images/ea95dce6d30d_214-8683--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8683--00.png
78,28,28,8691,1467 Aquest senyal indica...,Pas de vianants.,Prohibeix la circulació de vianants.,Calçada obligatòria per a vianants.,3,Calçada obligatòria per a vianants.,present,,images/856d42af2afb_214-8691--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8691--00.png
78,29,29,8663,1391 Podem conduir un turisme que arrossegui un remolc amb permís de categoria B1?,És necessari el permís de categoria E.,Sempre que el pes màxim autoritzat del remolc no sobrepassi el pes en buit del turisme i que la suma dels pesos màxims dels dos no superi els 3.500 kg.,És necessari els permisos de les categories B1 + E.,2,Sempre que el pes màxim autoritzat del remolc no sobrepassi el pes en buit del turisme i que la suma dels pesos màxims dels dos no superi els 3.500 kg.,present,,images/271326021370_214-8663--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8663--00.png
78,30,30,8662,"1390 En una via interurbana, per on han de caminar els vianants?","Per l'esquerra de la via, en sentit contrari al dels vehicles.","Per la dreta, en sentit a la marxa dels vehicles.",Per la mitjana.,1,"Per l'esquerra de la via, en sentit contrari al dels vehicles.",present,,images/17b66b86dba4_214-8662--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8662--00.png
78,31,31,8678,"1450 A les carreteres de gran pendent de la mateixa categoria, on l'encreuament presenti dificultats afegides, com a norma general , te preferència de pas el vehicle que circuli en sentit ...",Ascendent,Descendent,El vehicle més gran,1,Ascendent,present,,images/552f77614cdd_214-8678--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8678--00.png
78,32,32,8680,Pot transportar-se un infant de menys de deu anys als seient del davant d'un vehicles de quatre places?,"Sí, però ben lligat.","No, ha de transportar-se als seients posteriors.","Sí, sempre que pesi més de 35 kg.",2,"No, ha de transportar-se als seients posteriors.",present,,images/6792de0dc27b_214-8680--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8680--00.png
78,33,33,8669,1398 Per quin costat es fan els avançaments?,"Com a norma general, per la dreta.","Com a norma general, indistintament per la dreta o l'esquerra.","Com norma general, per l'esquerra.",3,"Com norma general, per l'esquerra.",present,,images/721725d4285e_214-8669--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8669--00.png
78,34,34,8673,"1406 En els vehicles automòbils destinats al servei públic, és obligatori disposar d'enllumenat interior que no produeixi enlluernament ni molèsties als altres usuaris de la via pública. És cert?",Si,No,Es obligatori a tots els vehicles automòbils.,1,Si,present,,images/61b9d6bd5ea7_214-8673--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8673--00.png
78,35,35,8689,1465 Què significa aquest senyal?,Prohibit d'entrar a l'encreuament quan hi ha risc de quedar immobilitzat al centre de la cruïlla.,Que existeix preferència de pas en secció de sentit únic alternatiu sobre els vehicles que vénen de front.,Cruïlla amb preferència de pas als tramvies.,1,Prohibit d'entrar a l'encreuament quan hi ha risc de quedar immobilitzat al centre de la cruïlla.,present,,images/c59d09c2879a_214-8689--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8689--00.png
78,36,36,8671,"1404 L'ús del cinturó de seguretat, obligatori...",Només en les zones interurbanes.,"Llevat de certes excepcions, en zones urbanes i interurbanes.",En els vehicles de menys de 2500 kg.,2,"Llevat de certes excepcions, en zones urbanes i interurbanes.",present,,images/3efed2b5e574_214-8671--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8671--00.png
78,37,37,8682,1456 Els usuaris de tota mena de motocicletes...,"Han de circular sempre de manera obligatòria i continuada amb el casc i guants de protecció personal, degudament cordats.","Han de circular sempre de manera obligatòria i continuada amb el casc de protecció personal, degudament cordat.",Han de portar encesos els llums d'advertència.,1,"Han de circular sempre de manera obligatòria i continuada amb el casc i guants de protecció personal, degudament cordats.",present,,images/0cd9193fe97c_214-8682--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8682--00.png
78,38,38,8698,1476 Què significa aquest senyal?,Autopista.,Via ràpida.,Autovia.,1,Autopista.,present,,images/bf19bc4321b2_214-8698--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8698--00.png
78,39,39,8670,"1403 El permís de categoria J, el poden obtenir...",Les persones amb minusvàlues menors.,Les persones entre 16 i 18 anys.,Tots els que vulguin conduir vehicles elèctrics de més de 600 kg.,2,Les persones entre 16 i 18 anys.,present,,images/a66d94f321b2_214-8670--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8670--00.png
78,40,40,8681,1454 Amb quin enllumenat pot simultanejar-se l'enllumenat de boira?,Amb el de carretera.,Amb el de gàlib.,Amb el d'encreuament.,3,Amb el d'encreuament.,present,,images/1a79c8609dda_214-8681--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/214-8681--00.png
79,1,1,8731,1519 Quan està permesa la competència de velocitat en les vies públiques obertes al trànsit general?,"En les vies interurbanes, si no hi ha cap obstacle que faci perillosa la circulació.",Solament quan un dels vehicles és d'urgència.,Mai.,3,Mai.,present,,images/4ab0354e98d2_215-8731--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8731--00.png
79,2,2,8710,1491 Hem de fer algun senyal perquè passi el vianant indecís?,"Sí, sempre.","No, perquè si un altre conductor no ha vist el nostre gest, el pot atropellar.","No, perquè si ell no passa, podem passar nosaltres.",2,"No, perquè si un altre conductor no ha vist el nostre gest, el pot atropellar.",present,,images/123b3e33ff88_215-8710--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8710--00.png
79,3,3,8713,"1496 Tot vehicle ha d'estar proveït d'un aparell productor de senyals acústics, Aquest aparell no pot produir sons...","Multi-so,o similars als vehicles d'urgència",D'un sol to,No es necessari en tots els vehicles,1,"Multi-so,o similars als vehicles d'urgència",present,,images/a35c8c469fa1_215-8713--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8713--00.png
79,4,4,8733,"1522 Si Vostè, conductor del vehicle vermell, arriba a un tram en obres i troba en el mateix sentit el vehicle blau que ha arribat amb anterioritat, què farà?",Col·locar-me darrera ell i esperar que iniciï la marxa.,Encendre els intermitents de l'esquerra i passar.,Moderar la velocitat i passar pel tros d'obres.,1,Col·locar-me darrera ell i esperar que iniciï la marxa.,present,,images/8a7e9bf0834b_215-8733--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8733--00.png
79,5,5,8717,1502 Els medicaments que prenem amb l'alcohol...,Poden ésser una barreja perillosa.,Atenuen els efectes de l'alcohol.,Són sedants i estimulants segons la nostra necessitat.,1,Poden ésser una barreja perillosa.,present,,images/d85bca3ef6a5_215-8717--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8717--00.png
79,6,6,8737,1528 Quan poden circular per la vorera els vehicles?,No poden circular per la vorera.,Per fer avançaments.,Per permetre que els avancin.,1,No poden circular per la vorera.,present,,images/3582e1f8bc70_215-8737--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8737--00.png
79,7,7,8725,"1513 Si circuleu de nit per una via interurbana insuficientment il·luminada, quin enllumenat heu d'utilitzar?",Enllumenat ordinari.,El de projectors especials.,"Enllumenat de carretera i davant la presència d'altres vehicles, el d'encreuament.",3,"Enllumenat de carretera i davant la presència d'altres vehicles, el d'encreuament.",present,,images/296190f180c8_215-8725--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8725--00.png
79,8,8,8723,"1511 Quin significat té un senyal lluminós que és un llum vermell aïllat, situat damunt una via?",Encreuament de via.,Perill en aquella via.,Via tancada al trànsit.,3,Via tancada al trànsit.,present,,images/54646cb085fa_215-8723--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8723--00.png
79,9,9,8732,"1521 Per conduir una motocicleta amb sidecar amb una relació pes potencia de 0,55 Kw/Kg, quina categoria de permís de conduir es necessari?.",B,A,B2,2,A,present,,images/397af75f50f4_215-8732--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8732--00.png
79,10,10,8719,"1506 Si circulant a velocitats determinades notem que el volant del vehicle vibra, és degut al fet que...",Les rodes del vehicle estan desequilibrades.,Els amortidors estan gastats.,El motor falla a determinades revolucions.,1,Les rodes del vehicle estan desequilibrades.,present,,images/c12bfed9f68a_215-8719--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8719--00.png
79,11,11,8703,1482 Què indica aquest senyal?,Calçada obligatòria per a vianants.,Circulació prohibida per a vianants.,Pas de vianant.,2,Circulació prohibida per a vianants.,present,,images/b648577ec373_215-8703--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8703--00.png
79,12,12,8739,"1534 Quan els punts lluminosos que limiten les calçades són de color groc, a quin costat els veu el conductor?",A l'esquerra.,A tots dos costats de la calçada.,A la dreta.,3,A la dreta.,present,,images/e2ffd597a679_215-8739--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8739--00.png
79,13,13,8702,1480 Què indica un semàfor quan els llums són vermells alternativament intermitents?,Prohibició temporal de pas.,"Carrer tallat al trànsit, direcció prohibida.",Prohibit circular cap endavant i cap a la dreta.,1,Prohibició temporal de pas.,present,,images/7a109ad5d52a_215-8702--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8702--00.png
79,14,14,8735,1525 Està prohibida la parada dels vehicles en les...,Carreteres comarcals de menys de 6 metres.,Carreteres nacionals.,Interseccions.,3,Interseccions.,present,,images/a7fa60bba30d_215-8735--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8735--00.png
79,15,15,8738,"1530 Aquest turisme, pot avançar el camió?","Sí, si deixa una separació d'un metre.","No, si per fer-ho ha de depassar la línia contínua pintada en la calçada.",Només quan sigui en una autopista.,2,"No, si per fer-ho ha de depassar la línia contínua pintada en la calçada.",present,,images/78222a52db21_215-8738--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8738--00.png
79,16,16,8708,"1487 Si hem de posar cadenes, a quines rodes les hem de posar?",A les rodes directrius per poder girar millor.,A les rodes motrius.,"A les rodes no motrius, per compensar la motricitat del vehicle.",2,A les rodes motrius.,present,,images/d2e201d72bfb_215-8708--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8708--00.png
79,17,17,8701,1479 Què indica aquest senyal?,Estacionament prohibit a l'entorn de l'hospital.,Estacionament reservat a les ambulàncies.,Estacionament reservat a malalts i visitants.,2,Estacionament reservat a les ambulàncies.,present,,images/aa6562c1fe30_215-8701--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8701--00.png
79,18,18,8715,"1498 Es pot portar inscripcions, a l'entorn immediat de les plaques de matricula que ha de portar tot vehicle matriculat a Andorra?.","Si, es indiferent","No, llevat del distintiu de nacionalitat andorrana","No, en cap cas",2,"No, llevat del distintiu de nacionalitat andorrana",present,,images/1d36b343582a_215-8715--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8715--00.png
79,19,19,8711,1492 Què hem de fer amb els vehicles en cas d'accident?,Intentar posar-los sobre les rodes si han bolcat.,"Treure el contacte i, si podem, desconnectar la bateria.",Retirar-los tan aviat com puguem.,2,"Treure el contacte i, si podem, desconnectar la bateria.",present,,images/1b051812d830_215-8711--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8711--00.png
79,20,20,8736,1526 Està prohibit a la via pública...,Encendre la ràdio del vehicle.,Rentar vehicles.,Formar comitives,2,Rentar vehicles.,present,,images/1e5e16828a99_215-8736--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8736--00.png
79,21,21,8726,1514 A quin lloc és prohibit sempre canviar el sentit de la marxa?,A les travesseres.,Als llocs de visibilitat reduïda.,A les vies interurbanes.,2,Als llocs de visibilitat reduïda.,present,,images/b8ff7d326c45_215-8726--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8726--00.png
79,22,22,8704,1483 Què indica aquest senyal?,Encreuament normal.,Carretera amb preferència de pas.,"Perill, encreuament senyalitzat.",1,Encreuament normal.,present,,images/4413def9bef7_215-8704--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8704--00.png
79,23,23,8720,"1507 Si hi ha una línia contínua al centre de la calçada, podem canviar de sentit?","Si no la xafem, sí",No,"Si estem a 100 metres d'un canvi de rasant, sí",2,No,present,,images/34ab33ee82e7_215-8720--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8720--00.png
79,24,24,8728,1516 Quan pot avançar el conductor d'un vehicle un altre de més lent que el precedeix?,Quan la calçada tingui carril exprés per als avançaments.,Sempre que no estigui prohibit i el vehicle lent li doni pas.,Quan no hi hagi obstacle ni senyalització que ho impedeixi i tingui visibilitat suficient.,3,Quan no hi hagi obstacle ni senyalització que ho impedeixi i tingui visibilitat suficient.,present,,images/0a0aa8e8f3fe_215-8728--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8728--00.png
79,25,25,8730,1518 Com hem d'efectuar la maniobra de marxa enrere?,Amb rapidesa i mirant pel retrovisor dret.,Amb seguretat i preveient que no hi hagi cap obstacle que ho impedeixi.,Mirant alternativament pels retrovisors exteriors i pel parabrises posterior.,2,Amb seguretat i preveient que no hi hagi cap obstacle que ho impedeixi.,present,,images/ca533ba52bba_215-8730--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8730--00.png
79,26,26,8709,1488 Té relació la pressió dels pneumàtics amb el consum de gasolina?,Sí.,No.,Depèn de la marca del pneumàtic.,1,Sí.,present,,images/2f5f33a6f8f2_215-8709--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8709--00.png
79,27,27,8705,1484 Què indica aquest senyal?,Calçada reservada per a animals de muntura.,Calçada aconsellable per a animals de transport agrícola.,Calçada obligatòria per a vehicles de tracció animal.,3,Calçada obligatòria per a vehicles de tracció animal.,present,,images/a2d3cac4b6e8_215-8705--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8705--00.png
79,28,28,8729,1517 Com hem de tornar a la dreta una vegada ultrapassat un altre vehicle en un avançament?,"Deixant, com a mínim, una distància igual al doble de la longitud del vehicle avançat.",Deixant un espai igual al doble del nostre vehicle.,Ràpidament.,1,"Deixant, com a mínim, una distància igual al doble de la longitud del vehicle avançat.",present,,images/4439ccb7d6b9_215-8729--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8729--00.png
79,29,29,8707,"1486 Què és el ""fading""?",La pèrdua d'eficàcia dels frens quan l'ús és massa seguit.,El nom tècnic que té l'enllumenat d'emergència.,El desinflament sobtat d'un pneumàtic.,1,La pèrdua d'eficàcia dels frens quan l'ús és massa seguit.,present,,images/f262cc73a985_215-8707--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8707--00.png
79,30,30,8734,"1523 Com a norma general, de quin color ha de ser l'enllumenat dels automòbils?",Blancs o grocs els del davant i vermells els de darrera.,Grocs i vermells davant i vermells i taronja els de darrera.,Blancs els de davant i vermells els de darrera,1,Blancs o grocs els del davant i vermells els de darrera.,present,,images/609e4ff21f49_215-8734--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8734--00.png
79,31,31,8714,"1497 El departament competent pot sotmetre ,durant el període de vigència, a un màxim de tres proves de control ,a un titular de un permís de la categoria....",A3,B2,J,3,J,present,,images/172532c34550_215-8714--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8714--00.png
79,32,32,8706,"1485 Malgrat el seu vehicle tingui la revisió tècnica en vigor, pot ser aturat per un control del departament competent ,per una comprovació de l'emissió dels fums del seu vehicle?",Si,"Si , però tant sols en el cas que tingui la revisió tècnica caducada","no, tant sols pot fer un control el servei de policia",1,Si,present,,images/811daa30456f_215-8706--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8706--00.png
79,33,33,8724,"1512 Si quan circuleu amb quarta velocitat, trobeu el senyal d'un descens perillós de molt pendent, què heu de fer?",Reduir a tercera o a una marxa inferior des del principi del descens i controlar la velocitat amb l'ajuda del fre.,Posar el canvi en punt mort i no deixar de trepitjar el fre.,Continuar amb quarta i contenir el vehicle amb el fre.,1,Reduir a tercera o a una marxa inferior des del principi del descens i controlar la velocitat amb l'ajuda del fre.,present,,images/d8d53eeee208_215-8724--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8724--00.png
79,34,34,8722,"1509 Conduint el vostre vehicle de nit en una via insuficientment il·luminada darrere un altre a menys de 100 metres, quines precaucions reglamentàriament heu d'adoptar?",Circular amb l'enllumenat ordinari.,Circular amb llums d'encreuament.,Circular amb llums de carretera.,2,Circular amb llums d'encreuament.,present,,images/280f8945ede1_215-8722--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8722--00.png
79,35,35,8727,1515 Pot fer aquest turisme la maniobra que s'indica a la figura?,"Sí, perquè no circulen vehicles en sentit contrari.",No.,"No, si no ha avisat amb antelació la maniobra amb els indicadors de direcció.",2,No.,present,,images/d04d1c007592_215-8727--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8727--00.png
79,36,36,8712,1495 Quan la visibilitat és insuficient en un revolt...,Hem de tocar la botzina.,Hem de fer ràfegues amb els fars.,Hem d'acostar-nos el màxim a la dreta.,3,Hem d'acostar-nos el màxim a la dreta.,present,,images/428f65427c69_215-8712--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8712--00.png
79,37,37,8716,"1500 En una autopista amb quatre carrils, i amb forta pluja...","Podem circular normalment a la velocitat permesa, sense que hagin de prendre's mesures especials.",Hem d'adaptar la velocitat a la visibilitat i les condicions d'adherència de la calçada.,Hem de portar sempre encesos els llums de boira.,2,Hem d'adaptar la velocitat a la visibilitat i les condicions d'adherència de la calçada.,present,,images/f51cdce1e088_215-8716--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8716--00.png
79,38,38,8721,"1508 A l'autopista, el temps de reacció sol ser...","Més curt, ja que la velocitat és més alta.",Igual que en tota altra carretera.,Més llarg.,3,Més llarg.,present,,images/5ba19c08f372_215-8721--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8721--00.png
79,39,39,8700,1478 Què significa aquest senyal?,Zona d'estacionament amb durada limitada.,Estacionament prohibit.,Parada prohibida.,1,Zona d'estacionament amb durada limitada.,present,,images/903e185237bf_215-8700--00.png,https://www.autoescolaolimpica.com/img/imatges_questionari/215-8700--00.png
